gene.ID,logFC,logCPM,F,PValue,FDR,p2n1,p3n1,p4n1,Emerge,p2n2,p3n2,p4n2,primordia,p2n3,p3n3,p4n3,no_primordia,Type,Name,Description
Zm00001d030985,1.321308015,2.805960999,26.16384217,0.000372429,0.002024723,8.533214369,12.54758595,9.29054869,10.123783,2.278646692,2.269256428,4.077136162,2.875013094,7.347694912,7.062309742,7.548878788,7.319627814,gene,,E3 ubiquitin protein ligase DRIP2
Zm00001d044374,1.301256498,2.165734802,26.15669004,0.000372827,0.002026266,1.176995085,1.298026132,1.659026552,1.378015923,2.563477529,1.735313739,5.504133819,3.267641696,6.960974127,6.8145094,9.800298777,7.858594102,gene,,
Zm00001d012611,1.044515012,3.471146699,26.12646116,0.000374511,0.002033566,10.00445823,7.211256291,8.405734529,8.540483015,8.26009426,6.273826596,8.765842749,7.766587868,15.85555218,19.576227,12.97877406,16.13685108,gene,,DNA repair metallo-beta-lactamase family protein
Zm00001d047402,1.545369472,2.159727313,26.05094273,0.00037876,0.002054138,5.590726656,8.220832171,6.857309748,6.889622858,0.85449251,1.601828067,1.936639677,1.464320085,4.769556347,4.212605811,4.105530569,4.362564242,gene,umc95,Putative calmodulin-binding family protein  
Zm00001d021246,1.585868881,1.965539617,25.94654861,0.000384728,0.002080819,1.618368242,2.019151761,2.875646023,2.171055342,1.993815856,1.601828067,2.853995314,2.149879746,6.703160271,7.805710768,5.032585858,6.513818966,gene,,Ras-related protein RABA3
Zm00001d007799,2.054004008,0.970142557,25.89070867,0.000387967,0.002093787,1.912617014,2.307602013,2.322637173,2.180952066,0.284830837,0.533942689,0.815427232,0.544733586,2.191417781,2.849703931,2.118983519,2.386701744,gene,,Glycine-rich RNA-binding protein 7  
Zm00001d005874,1.399814482,2.140924801,25.86288315,0.000389592,0.002100764,3.38386087,3.749853271,3.539256644,3.557656928,2.421062111,1.468342395,3.363637334,2.417680613,6.187532558,6.938409571,6.224514088,6.450152072,gene,,
Zm00001d045535,1.403180476,1.924104758,25.74019084,0.000396858,0.00213048,4.266607184,6.20168041,3.207451334,4.558579643,1.566569601,1.735313739,1.732782869,1.67822207,4.253928633,5.079907008,4.237967039,4.523934227,gene,,
Zm00001d025762,1.890470113,1.79319767,25.69702932,0.000399452,0.002139682,1.912617014,2.596052265,2.765044253,2.424571177,0.569661673,1.067885378,2.853995314,1.497180788,5.28518406,6.071108375,5.429895268,5.595395901,gene,,
Zm00001d028284,1.722591912,2.591019353,25.61580323,0.00040439,0.002160333,6.326348584,6.20168041,5.972495587,6.166841527,1.281738764,3.203656134,3.159780526,2.548391808,9.539112693,4.956006837,11.52197289,8.672364139,gene,,Ternary complex factor MIP1  
Zm00001d017602,1.885367895,1.71464896,25.46022603,0.00041405,0.002200903,3.38386087,3.461403019,2.654442483,3.166568791,1.708985019,1.067885378,1.019284041,1.265384813,6.960974127,2.230203076,5.165022328,4.785399844,gene,GRF-transcription factor 13,
Zm00001d030530,2.115774388,3.07944604,25.46278595,0.000413889,0.002200903,5.737851041,8.509282423,5.640690276,6.62927458,1.424154183,1.735313739,6.625346264,3.261604729,16.11336604,15.73532171,11.9192823,14.58932335,gene,,
Zm00001d028230,2.199963915,1.613119781,25.17251777,0.000432649,0.002275297,4.41373157,2.74027739,2.212035402,3.122014788,0.569661673,0.667428361,1.426997657,0.88802923,4.253928633,5.947208204,3.178475279,4.459870705,gene,,Sugar transport protein 13
Zm00001d036423,1.419089281,1.430759812,25.16448108,0.000433182,0.002275354,1.324119471,1.009575881,1.216619471,1.183438274,1.566569601,1.20137105,2.140496485,1.636145712,5.414090988,2.849703931,5.165022328,4.476272416,gene,,Probable methyltransferase PMT27
Zm00001d025575,1.242061918,2.557250189,24.98888244,0.00044504,0.002324647,5.149353498,4.615204026,4.424070805,4.729542776,2.421062111,4.271541512,4.077136162,3.589913262,8.894578052,6.690609229,10.19760819,8.594265156,gene,synaptonemal complex protein ZIPPER1, synaptonemal complex protein ZIPPER1
Zm00001d028714,1.864224735,2.570463844,24.98302614,0.000445442,0.002325738,9.563085069,12.8360362,10.83897347,11.07936491,0.996907928,1.20137105,1.630854465,1.276377814,7.347694912,3.593104957,3.708221159,4.883007009,gene,,Probable RNA-binding protein ARP1
Zm00001d003754,1.039540104,2.298425574,24.70606007,0.00046496,0.002407574,3.38386087,2.019151761,1.880230092,2.427747575,3.987631712,3.604113151,3.669422546,3.75372247,9.410205765,7.186209913,6.886696438,7.827704039,gene,,Protein SMAX1-LIKE 3
Zm00001d002234,2.529208033,0.817399436,24.54609159,0.000476697,0.00245129,0.882746314,0.865350755,1.216619471,0.988238847,0.284830837,0.800914034,0.407713616,0.497819495,4.769556347,1.734602393,2.648729399,3.050962713,gene,Homeobox-transcription factor 75,Homeodomain leucine zipper family IV protein  
Zm00001d004094,1.62637626,2.636653142,24.48940252,0.00048094,0.002468846,5.737851041,3.749853271,3.760460184,4.416054832,1.708985019,2.135770756,5.911847435,3.25220107,9.925833478,7.929610939,12.58146465,10.14563635,gene,,Protein SMAX1-LIKE 4
Zm00001d020656,1.384871954,2.486365364,24.44580767,0.000484234,0.002481476,3.38386087,2.74027739,2.322637173,2.815591811,3.133139202,3.470627479,3.873279354,3.492348678,11.60162355,12.26611692,5.165022328,9.677587598,gene,,AAA-ATPase 
Zm00001d015802,2.069342548,3.673194413,24.39862168,0.00048783,0.002497035,7.356219284,11.53801006,7.078513288,8.657580879,1.993815856,3.070170462,11.72176647,5.595250928,25.26575794,18.46112547,25.5602387,23.09570737,gene,,
Zm00001d048040,1.821093966,1.762472936,24.3446161,0.000491984,0.002515416,3.089612099,3.605628145,2.875646023,3.190295423,0.712077091,0.934399706,2.344353293,1.330276697,5.414090988,4.212605811,5.032585858,4.886427553,gene,,Centromere protein-like
Zm00001d021298,2.036638366,3.797258788,24.26868645,0.000497897,0.002534759,8.82746314,8.509282423,7.189115058,8.175286874,1.993815856,4.13805584,13.14876412,6.426878606,25.91029259,29.73604102,22.51419989,26.05351117,gene,,Probable glucan endo-13-beta-glucosidase BG4
Zm00001d008911,1.113451988,4.051331276,23.93878269,0.000524587,0.002637638,23.39277732,29.27770054,35.50316821,29.39121536,5.269370476,6.140340924,7.134988284,6.181566561,17.01571453,9.41641299,13.90582935,13.44598562,gene,,sodium/calcium exchanger family protein / calcium-binding EF hand family protein
Zm00001d017641,2.401325308,1.009132708,23.93858565,0.000524603,0.002637638,0.294248771,0,0.11060177,0.13495018,0.142415418,0.934399706,1.223140849,0.766651991,4.253928633,5.203807178,3.443348219,4.300361344,gene,,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain
Zm00001d036917,2.834527198,2.20416324,23.92121154,0.000526055,0.002642439,1.618368242,3.317177894,2.765044253,2.566863463,0.142415418,0.133485672,3.465565738,1.24715561,7.476601841,10.90321504,8.873243487,9.084353456,gene,argonaute10b, argonaute10b
Zm00001d041484,1.362762461,2.203815069,23.9221982,0.000525973,0.002642439,3.089612099,1.442251258,1.880230092,2.137364483,2.421062111,2.803199117,3.77135095,2.998537393,7.734415697,8.796912135,7.019132908,7.85015358,gene,,WPP domain-associated protein
Zm00001d002137,2.260715062,1.110029933,23.73657736,0.000541788,0.002702734,2.353990171,2.163376887,2.875646023,2.464337694,0.142415418,0.533942689,0.917355637,0.531237915,2.707045494,1.36290188,4.105530569,2.725159314,gene,precursor elicitor peptide1, precursor elicitor peptide1
Zm00001d049856,1.457298137,1.107276495,23.70133779,0.000544854,0.002714996,0.588497543,0.432675377,0.663610621,0.561594514,1.281738764,0.934399706,1.834711273,1.350283248,3.73830092,3.345304615,4.105530569,3.729712035,gene,,Serine/threonine-protein kinase CDG1
Zm00001d036531,1.215258103,1.880512837,23.69027875,0.00054582,0.002718294,1.765492628,2.163376887,1.880230092,1.936366536,2.990723784,2.269256428,2.242424889,2.5008017,7.605508769,5.079907008,4.900149389,5.861855055,gene,,Replication protein A 32 kDa subunit A
Zm00001d017539,1.358545009,3.141750156,23.51789531,0.000561152,0.002781461,10.00445823,9.951533681,10.50716816,10.15438669,2.278646692,2.93668479,7.848487112,4.354606198,8.894578052,10.90321504,13.50851994,11.10210434,gene,,Mechanosensitive ion channel protein 6
Zm00001d002869,2.162979452,1.363110497,23.45115221,0.000567225,0.002800776,2.501114556,2.74027739,1.769628322,2.337006756,0.712077091,0.266971345,1.426997657,0.802015364,3.351580135,4.460406153,3.708221159,3.840069149,gene,,OSJNBa0074L08.7 protein
Zm00001d009731,1.210311693,2.733610951,23.35544229,0.000576071,0.002836517,6.326348584,5.047879403,4.977079655,5.450435881,2.421062111,4.271541512,5.606062223,4.099555282,9.281298836,9.168612648,10.33004466,9.593318714,gene,,Putative homeodomain-like transcription factor superfamily protein isoform 1%253B Putative homeodomain-like transcription factor superfamily protein isoform 2  
Zm00001d032304,1.458382763,1.943987142,23.33892309,0.000577614,0.002841766,2.795363328,4.326753774,3.428654874,3.516923992,0.85449251,2.402742101,2.548210101,1.935148237,4.769556347,4.832106666,6.356950558,5.319537857,gene,,zinc finger (C3HC4-type RING finger) family protein / BRCT domain-containing protein
Zm00001d013661,1.065507078,3.689524343,23.28733716,0.000582466,0.002859333,0.882746314,1.298026132,1.106017701,1.095596716,10.25391012,14.4164526,10.60055402,11.75697225,32.74235978,17.71772444,24.50074694,24.98694372,gene,,Putative axial regulator YABBY 2
Zm00001d038510,2.062683781,0.709926429,23.1514004,0.000595484,0.002907256,1.471243857,1.586476384,1.548424782,1.535381674,0.85449251,0.400457017,0.305785212,0.520244913,2.449231637,1.982402735,1.986547049,2.139393807,gene,,Pentatricopeptide repeat-containing protein 
Zm00001d048215,1.605654899,1.131388696,23.13848164,0.000596739,0.00290931,2.501114556,1.73070151,2.101433632,2.111083233,0.996907928,1.067885378,0.713498828,0.926097378,3.222673207,2.601903589,2.648729399,2.824435399,gene,,WW domain containing protein expressed
Zm00001d037668,1.82491285,2.295431915,23.11799818,0.000598735,0.002915162,4.855104727,6.345905536,3.871061954,5.024024072,1.708985019,1.468342395,2.650138506,1.94248864,6.832067199,3.840905298,10.72735407,7.133442188,gene,,NEP-interacting protein 1
Zm00001d006024,1.714379641,1.103570741,23.08554652,0.000601915,0.002926204,1.324119471,1.586476384,1.327221241,1.412605699,1.139323346,1.20137105,0.713498828,1.018064408,3.093766279,2.72580376,4.105530569,3.308366869,gene,,
Zm00001d036558,1.946850092,1.059281374,23.08484625,0.000601983,0.002926204,0.882746314,1.298026132,1.216619471,1.132463973,0.569661673,0.400457017,1.630854465,0.866991052,3.73830092,2.478003418,4.105530569,3.440611636,gene,,
Zm00001d005843,2.344452858,0.960279408,22.91256307,0.000619205,0.002992525,1.765492628,2.019151761,1.769628322,1.851424237,0.427246255,0.133485672,0.917355637,0.492695855,3.609393992,2.354103247,2.251419989,2.738305743,gene,HSF-transcription factor 2,AT-HSFB4  
Zm00001d003123,1.069228854,3.400444274,22.77837271,0.000633026,0.003045585,9.710209454,12.98026132,9.06934515,10.58660531,4.272462548,6.807769285,8.561985941,6.547405925,14.17976211,12.51391726,14.70044817,13.79804251,gene,,
Zm00001d014683,2.176871404,0.532196309,22.75377659,0.000635599,0.003053029,0.147124386,0.576900503,0.774212391,0.499412427,0.142415418,0.667428361,0.815427232,0.541757004,2.191417781,2.354103247,2.913602339,2.486374456,gene,,ARM repeat superfamily protein
Zm00001d012771,1.113346432,2.985969603,22.69978379,0.000641291,0.00307458,8.974587526,8.076607045,9.29054869,8.780581087,3.133139202,5.739883907,4.586778183,4.486600431,11.34380969,8.05351111,9.932735247,9.776685349,gene,,tRNA/rRNA methyltransferase (SpoU) family protein
Zm00001d022153,1.297522359,2.754662663,22.56987664,0.000655236,0.0031297,6.032099813,7.788156794,7.189115058,7.003123888,3.133139202,2.269256428,5.300277011,3.567557547,10.69927505,7.434010255,8.475934077,8.869739793,gene,,Glycerophosphodiester phosphodiesterase GDPDL3
Zm00001d025136,2.198152079,2.07231342,22.47539234,0.000665605,0.003163972,4.560855956,5.913230158,4.977079655,5.15038859,0.569661673,0.266971345,2.650138506,1.162257174,4.898463275,3.717005127,8.078624668,5.56469769,gene,,Protein SMAX1-LIKE 4
Zm00001d037815,1.021141205,2.280240019,22.45506344,0.000667862,0.003170479,4.266607184,4.326753774,3.981663724,4.191674894,2.421062111,3.604113151,3.465565738,3.163580333,5.542997916,6.938409571,6.886696438,6.456034642,gene,,RAD3-like DNA-binding helicase protein
Zm00001d016443,2.636331753,1.977486664,22.44568481,0.000668906,0.003171221,5.884975427,8.509282423,4.977079655,6.457112502,0.569661673,0.533942689,0.815427232,0.639677198,3.093766279,1.982402735,7.548878788,4.208349267,gene,,Peroxidase 64
Zm00001d029190,1.754632868,2.321291688,22.24041243,0.000692252,0.003254029,6.47347297,5.336329655,3.981663724,5.263822116,2.136231274,2.669713445,1.325069253,2.043671324,11.34380969,3.345304615,6.754259968,7.147791424,gene,,Very-long-chain 3-oxoacyl-CoA reductase-like protein 
Zm00001d052205,1.432254528,2.566149589,22.04729413,0.000715107,0.003339722,6.914846127,7.788156794,11.17077878,8.624593901,1.139323346,1.468342395,4.077136162,2.228267301,6.445346414,3.717005127,7.946188198,6.036179913,gene,,Protein EXORDIUM
Zm00001d018225,3.281110894,0.60592345,21.99559911,0.000721377,0.003358464,1.765492628,1.153801006,1.327221241,1.415504959,0,0.266971345,0.305785212,0.190918852,3.73830092,0.619500855,2.383856459,2.247219411,gene,Homeobox-transcription factor 71,Homeodomain leucine zipper family IV protein  
Zm00001d012918,1.003630112,2.409526825,21.97919806,0.000723379,0.003365559,4.41373157,6.20168041,4.755876115,5.123762698,3.845216293,3.337141807,2.955923718,3.379427273,6.703160271,6.938409571,6.621823498,6.754464447,gene,,Flap endonuclease 1
Zm00001d036646,2.8089096,1.049731944,21.82053118,0.0007431,0.003430627,1.0298707,0.576900503,0.553008851,0.719926685,0.284830837,0,1.325069253,0.536633363,3.73830092,4.832106666,3.840657629,4.137021738,gene,math-btb25,BTB/POZ and MATH domain-containing protein 2
Zm00001d045112,1.131874659,2.465373891,21.72827322,0.000754861,0.003472712,3.825234027,4.326753774,4.977079655,4.376355819,2.990723784,2.803199117,4.790634991,3.528185964,9.668019621,5.699407862,8.078624668,7.815350717,gene,ARR-B-transcription factor 2,Putative two-component response regulator family protein  
Zm00001d027402,1.024637538,2.61403355,21.70179398,0.000758278,0.003486836,3.38386087,2.307602013,3.981663724,3.224375536,5.126955058,3.070170462,6.013775839,4.73696712,8.121136482,9.664213331,10.72735407,9.504234627,gene,,
Zm00001d045361,3.177958082,0.630213425,21.63724743,0.000766683,0.003515325,0.588497543,1.298026132,0.884814161,0.923779279,0,0.133485672,0.611570424,0.248352032,3.996114777,1.734602393,2.383856459,2.704857876,gene,,
Zm00001d014918,3.015073378,0.769836057,21.61995175,0.000768954,0.003523928,1.765492628,1.874926636,2.322637173,1.987685479,0,0.533942689,0.203856808,0.245933166,3.093766279,1.734602393,1.58923764,2.139202104,gene,,GDSL esterase/lipase EXL3
Zm00001d020763,2.774333033,0.47445216,21.49166606,0.000786051,0.003578589,0,0.432675377,0.553008851,0.328561409,0.142415418,0.133485672,0.815427232,0.363776108,3.093766279,1.982402735,2.913602339,2.663257118,gene,bHLH-transcription factor 107,DNA binding protein  
Zm00001d021883,1.257295338,2.151955552,21.48351665,0.000787153,0.003582507,7.061970512,6.345905536,6.193699127,6.533858392,1.708985019,1.468342395,2.140496485,1.772607966,5.800811773,3.469204786,3.840657629,4.370224729,gene,,Receptor-kinase isolog  
Zm00001d032502,2.871987576,0.183390472,21.46649706,0.000789459,0.003589343,0.147124386,0.288450252,0,0.145191546,0,0.400457017,0.407713616,0.269390211,2.191417781,2.72580376,1.721674109,2.212965217,gene,yabby homolog10, C2C2-YABBY-transcription factor 12
Zm00001d013960,1.74075224,2.83090805,21.45321182,0.000791264,0.003592979,5.296477884,6.634355787,6.304300897,6.078378189,3.417970039,4.13805584,2.344353293,3.300126391,16.75790068,5.079907008,12.18415524,11.34065431,gene,,ATP-binding cassette sub-family G member 2  
Zm00001d043039,1.38011043,2.584324523,21.45351327,0.000791223,0.003592979,7.209094898,10.38420906,7.189115058,8.260806338,2.705892947,1.868799412,2.955923718,2.510205359,5.542997916,5.203807178,9.138116427,6.628307174,gene,,EPIDERMAL PATTERNING FACTOR-like protein 6
Zm00001d013250,1.364905592,2.430231678,21.39391149,0.000799384,0.003619725,2.648238942,4.038303523,2.433238943,3.039927136,2.848308365,3.337141807,4.077136162,3.420862111,9.410205765,5.699407862,11.78684583,8.965486484,gene,,Glucan endo-1%252C3-beta-glucosidase 3  
Zm00001d036797,1.911876793,1.456844474,21.38484595,0.000800634,0.003623052,3.825234027,4.038303523,3.871061954,3.911533168,0.427246255,0.533942689,1.223140849,0.728109931,2.578138566,1.734602393,4.370403509,2.894381489,gene,,Non-structural maintenance of chromosomes element 4 homolog A
Zm00001d016461,2.185224865,0.352001098,21.34096534,0.000806717,0.003640931,0.294248771,0.144225126,0.44240708,0.293626993,0.284830837,0.400457017,0.713498828,0.466262227,2.964859351,1.982402735,1.854110579,2.267124222,gene,,Protein SMAX1-LIKE 4
Zm00001d046493,1.79050644,2.372304259,21.31802883,0.000809919,0.003651113,9.85733384,13.12448645,10.39656639,11.12612889,0.427246255,1.20137105,0.917355637,0.848657647,4.125021705,2.601903589,2.383856459,3.036927251,gene,heme oxygenase3, heme oxygenase3
Zm00001d021140,1.180385414,1.91852644,21.26030108,0.000818045,0.003678112,1.0298707,1.153801006,2.212035402,1.465235703,2.848308365,2.135770756,3.26170893,2.748596017,4.382835562,6.071108375,8.343497607,6.265813848,gene,,Aleurone layer morphogenesis protein;  protein
Zm00001d029896,1.309306157,2.949227508,21.08843932,0.000842816,0.003769561,3.678109642,4.326753774,8.405734529,5.470199315,5.696616731,3.871084496,4.994491799,4.854064342,15.59773832,10.28371419,9.932735247,11.93806259,gene,C2C2-GATA-transcription factor 16,GATA transcription factor 2
Zm00001d018209,3.76081854,0.724370488,21.0597341,0.00084704,0.003784662,1.912617014,2.307602013,1.106017701,1.775412243,0,0,0.407713616,0.135904539,1.160162355,1.858502564,4.105530569,2.374731829,gene,,Tyrosine specific protein phosphatase family protein  
Zm00001d052192,1.094051956,4.046008609,20.99293152,0.000856968,0.00381756,10.298707,12.11491057,8.405734529,10.27311736,6.266278404,12.94811021,17.73554231,12.31664364,22.94543323,25.39953504,29.66576927,26.00357918,gene,bHLH-transcription factor 36,Transcription factor bHLH99
Zm00001d025669,1.986028079,1.399525382,20.87693693,0.000874538,0.003886913,2.501114556,1.153801006,1.548424782,1.734446782,0.85449251,0.400457017,1.936639677,1.063863068,3.609393992,4.708206495,4.635276449,4.317625645,gene,WRKY-transcription factor 59,Putative WRKY DNA-binding domain superfamily protein  
Zm00001d042802,1.083691551,2.97751752,20.80115114,0.000886249,0.003924505,6.179224198,7.788156794,6.193699127,6.72036004,3.987631712,3.871084496,7.5427019,5.133806036,11.34380969,9.292512819,12.18415524,10.94015925,gene,,Probable 3-deoxy-D-manno-octulosonic acid transferase mitochondrial
Zm00001d001945,1.416381712,2.871647606,20.7656081,0.000891806,0.003942269,8.091841212,6.778580913,6.746707977,7.205710034,2.278646692,2.402742101,6.625346264,3.768911686,9.925833478,10.40761436,10.06517172,10.13287318,gene,ARF-transcription factor 4,Auxin response factor 4  
Zm00001d021403,2.203142706,1.599428469,20.74604902,0.000894882,0.003951306,5.149353498,5.336329655,3.981663724,4.822448959,0.996907928,0.533942689,0.407713616,0.646188078,5.156277131,1.239001709,2.781165869,3.058814903,gene,indeterminate1 domain7, indeterminate1 domain7
Zm00001d052468,1.208462071,2.815417662,20.67118661,0.00090677,0.003996548,1.765492628,1.73070151,1.548424782,1.68153964,5.411785894,7.07474063,4.382921375,5.6231493,14.82429675,8.425211622,16.02481287,13.09144041,gene,,Regulatory protein NPR5
Zm00001d015627,1.233283167,2.74518202,20.51614794,0.000931995,0.00407554,5.884975427,7.355481416,4.645274345,5.961910396,2.990723784,3.070170462,5.809919031,3.956937759,7.992229554,8.673011964,11.65440936,9.439883625,gene,,Ubiquitin-like superfamily protein
Zm00001d034333,1.192260227,3.288593807,20.49458293,0.00093557,0.004089168,4.707980341,4.615204026,4.977079655,4.766754674,4.699708803,5.072455546,11.92562327,7.232595875,17.40243532,16.23092239,15.09775758,16.24370509,gene,,
Zm00001d053985,1.09033151,2.749182478,20.46789838,0.000940016,0.004103678,6.326348584,5.192104529,5.419486736,5.64597995,5.696616731,2.803199117,4.790634991,4.43015028,8.25004341,10.53151453,9.270552897,9.350703612,gene,,CONTAINS InterPro DOMAIN/s: Ubiquitin-conjugating enzyme E2C-binding protein (InterPro:IPR019193); Has 26 Blast hits to 25 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (sourc /.../I BLink).
Zm00001d052317,1.262242556,2.109319206,20.42237104,0.000947659,0.004125849,2.942487713,4.4709789,3.207451334,3.540305982,1.566569601,2.536227773,3.465565738,2.522787704,5.414090988,5.079907008,7.813751728,6.102583241,gene,LBD-transcription factor 25,F10K1.23
Zm00001d019643,1.14803862,2.246183371,20.33713675,0.000962167,0.004180839,5.44360227,4.182528649,4.424070805,4.683400574,2.136231274,2.536227773,3.465565738,2.712674928,4.769556347,6.071108375,7.416442318,6.085702346,gene,,Probable UDP-3-O-acylglucosamine N-acyltransferase 2 mitochondrial
Zm00001d022562,1.722276359,1.37698089,20.30990213,0.000966859,0.004196145,2.501114556,1.73070151,1.769628322,2.000481463,0.996907928,0.400457017,2.038568081,1.145311009,4.125021705,2.72580376,4.767712919,3.872846128,gene,,zinc finger (C3HC4-type RING finger) family protein
Zm00001d026478,2.064473652,1.02925581,20.22020226,0.000982505,0.004246505,0.735621928,0.721125629,0.995415931,0.81738783,0.996907928,0.133485672,1.426997657,0.852463752,3.996114777,3.717005127,3.178475279,3.630531728,gene,,Protein FATTY ACID EXPORT 2 chloroplastic
Zm00001d038794,1.017224002,2.975977375,20.20821567,0.000984619,0.004253581,3.530985256,4.038303523,4.866477885,4.145255555,4.557293385,4.938969874,8.867771153,6.121344804,14.82429675,9.788113502,12.44902818,12.35381281,gene,,Pectinesterase  
Zm00001d043660,1.08621109,4.12163326,20.1684021,0.000991678,0.004276835,12.06419963,9.374633178,17.69628322,13.04503867,6.266278404,9.610968403,22.01653528,12.63126069,24.10559559,23.78883282,27.94409516,25.27950786,gene,PIN-formed protein8, PIN-formed protein8
Zm00001d006099,1.688769622,1.080302204,20.07535361,0.001008412,0.004332266,2.206865785,1.153801006,2.433238943,1.931301911,0.569661673,0.934399706,1.019284041,0.84111514,3.351580135,1.982402735,3.046038809,2.79334056,gene,,
Zm00001d038358,1.767686655,1.787277451,19.83639007,0.001052953,0.00448799,5.590726656,6.778580913,4.645274345,5.671527305,0.569661673,0.667428361,1.426997657,0.88802923,2.578138566,2.72580376,4.237967039,3.180636455,gene,,Delta-1-pyrroline-5-carboxylate synthase B
Zm00001d027904,1.775435709,5.440907827,19.80969958,0.001058071,0.00449916,48.10967411,61.15145334,54.52667267,54.59593338,9.826663861,33.77187508,10.090912,17.89648365,81.08245789,39.89585503,51.1204774,57.36626344,gene,,3-ketoacyl-CoA synthase  
Zm00001d013572,1.475568623,1.926001517,19.80322127,0.001059318,0.004503301,2.206865785,2.884502516,4.202867265,3.098078522,2.848308365,0.934399706,2.242424889,2.008377654,5.542997916,5.203807178,5.694768208,5.480524434,gene,,Cysteine-rich receptor-like protein kinase 10
Zm00001d017423,1.046729945,2.842820685,19.77760591,0.001064266,0.004517881,9.121711912,8.509282423,5.530088506,7.720360947,3.702800875,3.871084496,5.096420203,4.223435191,10.18364733,8.17741128,8.475934077,8.945664231,gene,origin recognition complex2,Origin recognition complex subunit 2  
Zm00001d006315,1.114693457,2.2208348,19.76384973,0.001066934,0.004524074,4.266607184,6.490130662,5.530088506,5.428942117,1.993815856,2.402742101,2.955923718,2.450827225,3.996114777,4.708206495,7.416442318,5.373587863,gene,,Mitochondrial phosphate carrier protein 1 mitochondrial
Zm00001d034778,1.383750408,1.991634511,19.76274513,0.001067149,0.004524074,2.353990171,1.586476384,1.437823012,1.792763189,3.133139202,1.601828067,3.057852122,2.597606464,4.898463275,7.062309742,8.343497607,6.768090208,gene,,Transmembrane and coiled-coil domain-containing protein 5B
Zm00001d027883,1.583967506,1.900800651,19.72325233,0.001074856,0.00454409,2.059741399,2.451827139,2.212035402,2.241201314,1.424154183,0.800914034,3.873279354,2.032782523,5.542997916,5.327707349,7.284005848,6.051570371,gene,,Putative membrane lipoprotein
Zm00001d013416,1.609206278,1.469205928,19.67642816,0.001084079,0.004575884,2.206865785,2.596052265,2.765044253,2.522654101,0.427246255,1.735313739,1.528926061,1.230495352,3.093766279,3.097504273,5.165022328,3.78543096,gene,PHD-transcription factor 11,PHD finger protein MALE MEIOCYTE DEATH 1
Zm00001d012811,1.478719998,3.9473186,19.65769355,0.001087796,0.004588319,10.44583138,7.067031165,8.295132759,8.602665102,11.53564888,8.676568697,6.421489456,8.877902344,55.04325838,9.41641299,20.13034343,28.1966716,gene,,La-related protein 1C
Zm00001d033189,1.033018131,2.586153486,19.63252615,0.001092813,0.004607304,4.855104727,2.884502516,3.760460184,3.833355809,3.845216293,3.737598823,5.504133819,4.362316312,8.121136482,9.912013673,8.873243487,8.968797881,gene,,
Zm00001d005897,2.463271594,2.825902217,19.6030239,0.001098729,0.004625694,16.18368242,10.23998393,10.28596462,12.23654366,0.427246255,1.20137105,2.038568081,1.222395129,3.480487064,4.08870564,14.5680117,7.379068133,gene,,
Zm00001d011315,2.492632769,0.75656934,19.53571674,0.001112369,0.004670339,1.324119471,0.721125629,0.663610621,0.902951907,0.427246255,0,1.019284041,0.482176765,2.964859351,2.601903589,3.178475279,2.915079406,gene,,ABC transporter G family member 40
Zm00001d042837,1.663047753,0.644596345,19.48788051,0.001122186,0.004698974,1.176995085,1.298026132,0.995415931,1.156812383,0.712077091,0.667428361,0.611570424,0.663691959,1.804696996,2.478003418,2.118983519,2.133894645,gene,,UPF0503 protein  chloroplastic
Zm00001d011731,1.55616959,1.026862611,19.38515813,0.001143618,0.004771891,0.147124386,0.288450252,0.884814161,0.440129599,0.85449251,0.800914034,2.038568081,1.231324875,3.609393992,2.478003418,4.635276449,3.57422462,gene,,Metal ion binding protein  
Zm00001d015239,1.187089804,2.018927201,19.29015854,0.001163874,0.004835486,3.678109642,3.461403019,3.649858414,3.596457025,2.136231274,2.402742101,2.548210101,2.362394492,5.027370203,3.717005127,7.681315258,5.475230196,gene,,Camelliol C synthase
Zm00001d034594,1.298909229,1.606570703,18.94566471,0.001241001,0.005070983,2.795363328,2.884502516,2.433238943,2.704368262,1.281738764,2.269256428,1.426997657,1.65933095,3.093766279,4.336505982,4.767712919,4.06599506,gene,,BRCA1 C Terminus domain containing protein expressed; Expressed protein;  protein
Zm00001d039312,1.246571642,1.524945667,18.89655699,0.001252485,0.005103382,1.324119471,0.576900503,0.884814161,0.928611378,1.708985019,1.601828067,2.75206691,2.020959999,4.640649418,3.469204786,6.489387028,4.866413744,gene,non-yellow coloring1, non-yellow coloring1
Zm00001d039435,1.34662211,2.7183406,18.77310848,0.001281916,0.005196038,5.002229113,10.96110956,6.414902667,7.459413781,2.421062111,3.203656134,4.179064566,3.267927604,8.507857267,6.318908717,10.19760819,8.341458057,gene,,
Zm00001d032973,2.193554388,2.16720915,18.74085228,0.001289742,0.005221143,7.209094898,4.038303523,4.313469035,5.186955818,0.142415418,2.269256428,1.426997657,1.279556501,8.894578052,6.318908717,3.840657629,6.351381466,gene,,Glycerol-3-phosphate acyltransferase 5
